,data,label
1291,"As part of its circular economy ambitions, ABN AMRO opened Circle, a pavilion that is entirely constructed on the basis of circular principles.",sustainable
1292,"The company wants to become its clients’ key partner, helping to reduce their carbon footprints by >30% by 2023.",sustainable
1293,"As a first step to map out climate-impactful activities in its loan portfolio, KBC partnered that same year with the NGO 2Degrees Investing Initiative (2DII) to participate in the road-test of their PACTA (Paris Agreement Capital Transition Assessment) methodology by mapping a preliminary screening of its corporate industrial loan portfolio’s exposure to some of the most carbon-intensive sectors.",sustainable
1294,We have no information at present as to whether a bicycle is electric.,unsustainable
1295,The acceleration of reduced carbon pledges is more advanced in the U.K. than in any other country.,unsustainable
1296,"To translate the extra carbon emissions into a cost measure, we put a price tag on them, drawing on the commonly used concept of social costs.",unsustainable
1297,"To support the transition to a low-carbon society and help achieve the Paris Agreement targets, we have defined a number of targets in the area of sustainability and climate.",sustainable
1298,"The company’s long-term targets include using 100% recyclable packaging, as well as no carbon footprint in their vehicle fleet and logistics.",sustainable
1299,This scheme therefore provides tenants with incentives to reduce actual consumption.,sustainable
1300,"Greenhouse gas emissions for energy consumption have been calculated using 2020 Department for Business, Energy and Industrial Strategy (BEIS) emissions factors and the resulting emissions are reported as tonnes of carbon dioxide equivalent (tCO2 e) values.",unsustainable
1301,"By switching the power we purchase to renewable energy sources, we expect to reduce CO2 emissions by at least 30%.",sustainable
1302,"Project-finance-related exposure could not be matched to the updated 2DII physical asset- level dataset in this year’s exercise, which resulted in a relatively sizeable drop in the number of companies matched for the power sector and a consequently underestimated exposure to renewable electricity production in this year’s calculation.",unsustainable
1303,Supporting our employees’ professional development and career growth is core to our human capital strategy.,sustainable
1304,"The Zero Paper aspiration will advance digital transformation, reduce costs and improve the customer experience.",sustainable
1305,What were your organization’s gross global Scope 2 emissions in metric tons CO2e?,unsustainable
1306,"We systematically address six areas for improvement: heating and cooling systems, energy consumption, water consumption, lights, carpeting and paint.",sustainable
